2563.16,2563.48,2562.85,2564.42,2565.04,2563.16,2562.38,2563.32,65573,131152
2565.20,2565.35,2564.89,2564.73,2567.23,2565.04,2564.57,2563.63,65574,131154
2564.26,2564.73,2564.10,2564.42,2566.45,2564.10,2563.63,2563.32,65575,131156
2563.01,2563.16,2562.54,2563.79,2564.73,2561.76,2562.23,2562.85,65576,131158
2562.07,2562.07,2561.44,2563.63,2563.32,2560.19,2561.44,2562.54,65577,131160
2560.82,2560.66,2560.04,2563.32,2562.07,2559.25,2560.04,2562.23,65578,131162
2561.44,2561.60,2560.82,2563.48,2562.85,2560.51,2560.66,2562.54,65579,131164
2562.54,2562.38,2561.76,2563.79,2563.95,2561.44,2561.76,2562.85,65580,131166
2563.01,2563.16,2562.70,2564.10,2565.04,2562.85,2562.38,2563.32,65581,131168
2564.73,2565.04,2564.57,2564.42,2566.92,2564.73,2564.26,2563.79,65582,131170
2564.57,2565.04,2564.73,2564.42,2567.23,2564.57,2564.26,2563.63,65583,131172
2563.32,2563.48,2562.85,2563.95,2565.20,2562.38,2562.85,2563.01,65584,131174
2562.38,2562.54,2561.91,2563.63,2563.63,2560.82,2561.60,2562.54,65585,131176
2561.13,2560.66,2560.19,2563.48,2562.07,2559.25,2560.04,2562.23,65586,131178
2560.98,2561.13,2560.51,2563.32,2562.54,2559.88,2560.19,2562.38,65587,131180
2562.23,2562.38,2561.60,2563.79,2563.63,2561.44,2561.76,2563.01,65588,131182
2562.70,2563.01,2562.23,2563.79,2564.26,2562.23,2562.07,2563.32,65589,131184
2564.10,2564.26,2563.63,2564.26,2566.14,2564.26,2563.63,2563.48,65590,131186
2565.04,2565.51,2564.89,2564.57,2567.07,2564.73,2564.57,2563.63,65591,131188
2563.95,2564.10,2563.63,2564.10,2565.67,2563.01,2563.16,2563.32,65592,131190
2562.85,2562.85,2562.38,2563.95,2564.42,2561.29,2562.07,2562.70,65593,131192
2561.76,2561.60,2560.82,2563.32,2563.01,2559.88,2560.66,2562.23,65594,131194
2560.82,2561.13,2560.04,2563.48,2562.07,2559.41,2560.19,2562.54,65595,131196
2562.07,2562.07,2561.29,2563.63,2563.01,2560.98,2561.13,2562.70,65596,131198
2562.38,2562.54,2561.91,2563.79,2564.26,2562.07,2561.91,2563.01,65597,131200
2563.01,2563.32,2562.70,2563.95,2565.20,2563.32,2562.54,2563.48,65598,131202
2565.04,2565.51,2565.04,2564.42,2567.23,2565.20,2564.42,2563.79,65599,131204
2564.57,2564.73,2564.10,2564.42,2566.45,2563.95,2563.79,2563.32,65600,131206
2563.16,2563.01,2562.54,2564.10,2564.73,2561.76,2562.38,2562.85,65601,131208
2562.38,2562.07,2561.44,2563.79,2563.48,2560.35,2561.29,2562.54,65602,131210
2560.82,2560.82,2560.19,2563.48,2561.76,2559.25,2560.19,2562.54,65603,131212
2561.29,2561.29,2560.66,2563.48,2562.70,2560.51,2560.98,2562.70,65604,131214
2562.38,2562.38,2561.76,2563.79,2563.79,2561.91,2561.76,2563.01,65605,131216
2562.85,2563.01,2562.54,2564.10,2564.89,2562.85,2562.23,2563.32,65606,131218
2564.73,2565.04,2564.42,2564.57,2566.92,2564.73,2564.57,2563.95,65607,131220
2564.89,2565.20,2564.57,2564.57,2567.23,2564.57,2564.10,2563.79,65608,131222
2563.32,2563.48,2563.01,2563.95,2565.20,2562.38,2562.70,2563.01,65609,131224
2562.70,2562.54,2561.60,2563.79,2563.63,2560.66,2561.44,2562.54,65610,131226
2560.98,2560.82,2560.19,2563.32,2561.91,2559.25,2560.19,2562.23,65611,131228
2561.13,2561.13,2560.35,2563.32,2562.38,2559.88,2560.51,2562.54,65612,131230
2562.07,2562.38,2561.60,2563.79,2563.79,2561.60,2561.91,2562.85,65613,131232
2562.54,2562.70,2562.07,2563.79,2564.26,2562.38,2562.23,2563.32,65614,131234
2564.10,2564.26,2563.79,2564.42,2566.29,2564.26,2563.63,2563.48,65615,131236
2565.04,2565.35,2564.89,2564.57,2567.39,2565.20,2564.42,2563.95,65616,131238
2563.95,2563.95,2563.32,2564.26,2565.98,2563.01,2563.32,2563.16,65617,131240
2562.70,2563.01,2562.07,2563.95,2564.26,2561.29,2561.91,2562.70,65618,131242
2561.76,2561.76,2560.82,2563.48,2562.70,2559.57,2560.66,2562.54,65619,131244
2560.82,2560.66,2560.04,2563.32,2562.07,2559.57,2560.35,2562.38,65620,131246
2561.91,2561.91,2561.29,2563.63,2563.48,2560.98,2561.44,2562.85,65621,131248
2562.38,2562.54,2561.91,2563.79,2564.26,2562.07,2561.91,2563.01,65622,131250
2563.01,2563.32,2562.70,2564.26,2565.20,2563.16,2562.70,2563.48,65623,131252
2565.04,2565.67,2564.89,2564.57,2567.54,2565.20,2564.57,2563.79,65624,131254
2564.42,2564.57,2564.10,2564.42,2566.45,2563.95,2563.95,2563.32,65625,131256
2563.16,2563.01,2562.54,2563.95,2564.73,2561.76,2562.07,2562.85,65626,131258
2562.07,2562.23,2561.29,2563.48,2563.32,2560.35,2561.29,2562.54,65627,131260
2560.98,2560.66,2560.04,2563.48,2562.07,2559.41,2560.04,2562.38,65628,131262
2561.44,2561.44,2560.82,2563.48,2563.01,2560.35,2560.82,2562.54,65629,131264
2562.23,2562.70,2561.91,2563.79,2563.95,2561.60,2561.91,2563.01,65630,131266
2562.85,2563.01,2562.38,2563.95,2564.89,2562.85,2562.54,2563.16,65631,131268
2564.73,2565.20,2564.57,2564.42,2567.07,2564.89,2564.26,2563.79,65632,131270
2565.04,2565.04,2564.73,2564.57,2567.07,2564.57,2564.26,2563.63,65633,131272
2563.48,2563.48,2563.16,2564.26,2565.04,2562.07,2562.54,2563.01,65634,131274
2562.38,2562.54,2561.76,2563.63,2563.79,2560.66,2561.44,2562.54,65635,131276
2560.82,2560.82,2560.19,2563.48,2562.23,2559.57,2560.19,2562.38,65636,131278
2560.98,2561.13,2560.35,2563.48,2562.38,2560.04,2560.51,2562.54,65637,131280
2562.07,2562.23,2561.76,2563.95,2563.79,2561.60,2561.76,2563.01,65638,131282
2562.54,2562.70,2562.07,2564.10,2564.26,2562.23,2562.07,2563.32,65639,131284
2563.95,2564.42,2563.63,2564.42,2566.14,2564.42,2563.95,2563.63,65640,131286
2565.20,2565.35,2564.73,2564.57,2567.23,2564.73,2564.57,2563.79,65641,131288
2563.79,2563.95,2563.48,2564.10,2565.67,2562.85,2563.01,2563.16,65642,131290
2562.70,2562.85,2562.23,2563.63,2564.26,2561.13,2562.07,2562.85,65643,131292
2561.76,2561.44,2560.66,2563.32,2562.70,2559.72,2560.51,2562.38,65644,131294
2560.66,2560.82,2560.04,2563.32,2562.07,2559.72,2560.04,2562.23,65645,131296
2562.07,2561.91,2561.44,2563.79,2563.32,2561.13,2561.29,2562.70,65646,131298
2562.54,2562.54,2562.07,2564.10,2564.42,2561.91,2562.07,2563.16,65647,131300
2563.16,2563.48,2562.70,2564.26,2565.20,2563.32,2562.54,2563.48,65648,131302
2565.04,2565.35,2564.89,2564.73,2567.39,2564.89,2564.42,2563.95,65649,131304
2564.26,2564.89,2564.26,2564.42,2566.45,2563.79,2563.79,2563.32,65650,131306
2563.16,2563.16,2562.38,2563.63,2564.42,2561.76,2562.38,2562.85,65651,131308
2562.07,2562.23,2561.44,2563.63,2563.32,2560.35,2561.29,2562.54,65652,131310
2560.82,2560.82,2560.04,2563.48,2561.91,2559.25,2560.19,2562.54,65653,131312
2561.60,2561.44,2560.82,2563.63,2562.85,2560.51,2560.98,2562.54,65654,131314
2562.23,2562.38,2561.91,2563.79,2563.95,2561.91,2561.91,2562.85,65655,131316
2562.70,2563.01,2562.54,2564.10,2565.20,2563.01,2562.54,2563.32,65656,131318
2564.73,2565.04,2564.57,2564.42,2566.92,2565.04,2564.10,2563.63,65657,131320
2565.04,2565.04,2564.57,2564.57,2566.92,2564.42,2564.26,2563.63,65658,131322
2563.32,2563.16,2562.70,2563.79,2565.20,2562.07,2562.85,2563.01,65659,131324
2562.23,2562.54,2561.60,2563.79,2563.79,2560.66,2561.60,2562.54,65660,131326
2560.66,2560.98,2560.35,2563.32,2562.07,2559.41,2560.19,2562.23,65661,131328
2561.29,2560.98,2560.51,2563.48,2562.54,2560.04,2560.19,2562.70,65662,131330
2562.07,2562.38,2561.76,2563.79,2563.79,2561.76,2561.44,2563.01,65663,131332
2562.70,2562.70,2562.07,2563.95,2564.42,2562.23,2561.76,2563.01,65664,131334
2563.95,2564.42,2563.63,2564.42,2566.29,2564.10,2563.79,2563.63,65665,131336
2565.20,2565.51,2564.89,2564.57,2567.07,2564.73,2564.42,2563.79,65666,131338
2563.79,2563.95,2563.32,2564.10,2565.67,2563.16,2563.01,2563.32,65667,131340
2562.54,2562.70,2562.07,2563.79,2564.26,2561.44,2562.07,2562.70,65668,131342
2561.60,2561.29,2560.82,2563.48,2562.70,2559.72,2560.82,2562.38,65669,131344
2560.82,2560.82,2560.35,2563.32,2562.23,2559.57,2560.19,2562.38,65670,131346
2561.91,2561.76,2561.29,2563.32,2563.32,2560.98,2561.44,2562.70,65671,131348
2562.70,2562.70,2562.07,2563.79,2564.42,2561.91,2561.91,2563.01,65672,131350
2563.16,2563.32,2563.01,2564.10,2565.04,2563.16,2562.54,2563.32,65673,131352
2565.04,2565.35,2564.89,2564.57,2567.23,2565.20,2564.57,2563.63,65674,131354
2564.42,2564.57,2564.10,2564.10,2566.45,2563.79,2563.95,2563.48,65675,131356
2563.16,2563.16,2562.38,2563.95,2564.73,2561.76,2562.38,2562.85,65676,131358
2562.07,2562.23,2561.44,2563.63,2563.48,2560.35,2561.60,2562.54,65677,131360
2560.98,2560.98,2560.19,2563.48,2561.91,2559.41,2560.04,2562.23,65678,131362
2561.44,2561.44,2560.98,2563.48,2563.01,2560.35,2560.66,2562.70,65679,131364
2562.38,2562.54,2561.76,2563.63,2563.79,2561.76,2561.76,2563.01,65680,131366
2563.01,2563.01,2562.38,2564.10,2564.73,2562.70,2562.23,2563.16,65681,131368
2564.73,2565.04,2564.57,2564.42,2566.76,2564.73,2564.42,2563.79,65682,131370
2564.73,2565.04,2564.73,2564.57,2566.92,2564.42,2564.26,2563.48,65683,131372
2563.32,2563.48,2563.01,2563.95,2565.04,2562.23,2562.54,2562.85,65684,131374
2562.23,2562.38,2562.07,2563.48,2563.95,2560.82,2561.60,2562.54,65685,131376
2560.82,2560.66,2560.35,2563.48,2562.23,2559.25,2559.88,2562.38,65686,131378
2561.29,2561.13,2560.51,2563.48,2562.38,2559.88,2560.19,2562.70,65687,131380
2562.23,2562.38,2561.76,2563.63,2563.79,2561.44,2561.60,2563.16,65688,131382
2562.54,2562.70,2562.07,2563.79,2564.42,2562.38,2561.91,2563.16,65689,131384
2563.95,2564.26,2563.79,2564.10,2566.14,2564.26,2563.79,2563.79,65690,131386
2564.89,2565.35,2564.89,2564.42,2567.07,2564.89,2564.42,2563.63,65691,131388
2563.95,2563.95,2563.48,2564.42,2565.67,2563.01,2563.16,2563.16,65692,131390
2562.85,2562.85,2562.07,2563.95,2564.10,2561.60,2561.91,2562.70,65693,131392
2561.60,2561.44,2561.13,2563.48,2562.54,2559.72,2560.66,2562.23,65694,131394
2560.98,2560.82,2560.35,2563.32,2562.23,2559.57,2560.19,2562.38,65695,131396
2561.91,2562.07,2561.13,2563.48,2563.16,2560.98,2561.44,2562.85,65696,131398
2562.54,2562.70,2561.91,2563.95,2564.10,2562.07,2561.91,2563.01,65697,131400
2563.01,2563.16,2562.70,2564.26,2565.20,2563.16,2562.85,2563.48,65698,131402
2565.04,2565.51,2564.89,2564.42,2567.39,2565.04,2564.57,2563.79,65699,131404
2564.57,2564.57,2564.10,2564.57,2566.45,2563.95,2563.63,2563.48,65700,131406
2563.16,2563.01,2562.54,2563.95,2564.73,2561.76,2562.54,2562.85,65701,131408
2562.07,2562.23,2561.44,2563.63,2563.32,2560.19,2561.13,2562.54,65702,131410
2560.98,2560.82,2560.19,2563.48,2561.76,2559.25,2560.04,2562.38,65703,131412
2561.44,2561.44,2560.82,2563.48,2562.54,2560.35,2560.82,2562.54,65704,131414
2562.23,2562.38,2561.76,2563.63,2563.95,2561.76,2561.60,2563.01,65705,131416
2562.70,2563.01,2562.54,2564.10,2564.89,2562.85,2562.38,2563.16,65706,131418
2564.57,2565.20,2564.57,2564.42,2567.07,2564.89,2564.26,2563.79,65707,131420
2564.89,2565.04,2564.42,2564.57,2567.07,2564.57,2564.10,2563.63,65708,131422
2563.32,2563.63,2563.01,2563.95,2565.04,2562.38,2562.85,2562.85,65709,131424
2562.23,2562.54,2561.76,2563.63,2563.79,2560.66,2561.44,2562.38,65710,131426
2560.82,2560.82,2560.19,2563.48,2561.91,2559.25,2560.19,2562.23,65711,131428
2560.98,2561.13,2560.19,2563.48,2562.23,2559.72,2560.35,2562.38,65712,131430
2562.23,2562.38,2561.60,2563.79,2563.79,2561.44,2561.60,2562.85,65713,131432
2562.38,2562.70,2562.07,2563.79,2564.57,2562.23,2562.07,2563.16,65714,131434
2563.95,2564.26,2563.95,2564.42,2566.29,2564.26,2563.63,2563.63,65715,131436
2565.20,2565.20,2564.89,2564.57,2567.23,2564.89,2564.42,2563.79,65716,131438
2563.95,2563.95,2563.48,2563.95,2565.82,2563.01,2563.32,2563.32,65717,131440
2562.85,2563.01,2562.23,2563.95,2564.42,2561.13,2561.91,2562.70,65718,131442
2561.76,2561.60,2560.98,2563.32,2562.38,2559.72,2560.51,2562.38,65719,131444
2560.82,2560.82,2560.19,2563.32,2562.07,2559.41,2560.19,2562.54,65720,131446
2561.76,2561.91,2561.44,2563.63,2563.32,2560.98,2561.44,2562.85,65721,131448
2562.38,2562.54,2562.23,2563.95,2563.95,2562.07,2561.91,2563.16,65722,131450
2563.16,2563.48,2562.70,2564.42,2565.20,2563.48,2562.85,2563.48,65723,131452
2565.04,2565.51,2564.89,2564.57,2567.39,2565.04,2564.57,2563.79,65724,131454
2564.57,2564.57,2564.26,2564.42,2566.61,2563.95,2563.79,2563.63,65725,131456
2563.01,2563.16,2562.70,2564.10,2564.73,2561.76,2562.23,2562.70,65726,131458
2562.23,2562.23,2561.44,2563.48,2563.16,2560.19,2561.13,2562.54,65727,131460
2560.82,2560.66,2560.04,2563.32,2561.91,2559.41,2560.35,2562.23,65728,131462
2561.29,2561.60,2560.82,2563.48,2562.70,2560.51,2560.98,2562.54,65729,131464
2562.23,2562.54,2561.76,2563.63,2563.95,2561.60,2561.60,2563.16,65730,131466
2562.85,2563.01,2562.38,2563.95,2565.04,2563.01,2562.38,2563.32,65731,131468
2564.89,2565.20,2564.57,2564.57,2567.07,2564.89,2564.26,2563.79,65732,131470
2565.20,2565.20,2564.73,2564.57,2567.07,2564.57,2564.26,2563.48,65733,131472
2563.32,2563.32,2563.01,2564.10,2565.04,2562.38,2562.54,2563.01,65734,131474
2562.38,2562.23,2561.76,2563.48,2563.63,2560.66,2561.60,2562.54,65735,131476
2560.82,2560.66,2560.04,2563.48,2562.23,2559.25,2560.19,2562.23,65736,131478
2560.98,2560.98,2560.51,2563.48,2562.38,2559.88,2560.35,2562.54,65737,131480
2562.38,2562.38,2561.76,2563.79,2563.95,2561.60,2561.60,2562.85,65738,131482
2562.54,2562.70,2562.38,2564.10,2564.42,2562.23,2561.91,2563.16,65739,131484
2563.95,2564.42,2563.79,2564.42,2566.29,2564.26,2563.79,2563.63,65740,131486
2565.20,2565.51,2564.89,2564.57,2567.23,2564.89,2564.42,2563.63,65741,131488
2563.95,2563.95,2563.63,2564.26,2565.67,2562.85,2563.16,2563.01,65742,131490
2562.85,2562.85,2561.91,2563.79,2564.10,2561.29,2561.91,2562.70,65743,131492
2561.44,2561.29,2560.82,2563.48,2562.70,2559.88,2560.66,2562.38,65744,131494
2560.82,2560.82,2560.04,2563.48,2562.07,2559.72,2560.35,2562.54,65745,131496
2561.76,2562.07,2561.13,2563.63,2563.48,2560.98,2561.44,2562.70,65746,131498
2562.54,2562.38,2561.91,2563.79,2564.10,2562.07,2561.91,2563.01,65747,131500
2563.32,2563.48,2562.70,2564.10,2565.04,2563.32,2562.54,2563.48,65748,131502
2565.04,2565.51,2564.89,2564.57,2567.39,2565.20,2564.42,2563.79,65749,131504
2564.26,2564.57,2564.10,2564.42,2566.45,2563.95,2563.63,2563.48,65750,131506
2563.16,2563.01,2562.54,2563.63,2564.57,2561.76,2562.38,2563.01,65751,131508
2561.91,2562.23,2561.29,2563.48,2563.32,2560.35,2561.44,2562.38,65752,131510
2560.82,2560.66,2560.04,2563.63,2562.23,2559.25,2560.04,2562.23,65753,131512
2561.44,2561.60,2560.98,2563.48,2563.16,2560.51,2560.98,2562.70,65754,131514
2562.38,2562.23,2561.91,2563.95,2563.95,2561.91,2561.76,2563.01,65755,131516
2562.85,2563.16,2562.38,2564.26,2565.04,2562.70,2562.38,2563.32,65756,131518
2564.89,2565.20,2564.57,2564.57,2567.07,2565.04,2564.26,2563.79,65757,131520
2564.89,2565.04,2564.73,2564.57,2566.92,2564.42,2564.10,2563.63,65758,131522
2563.32,2563.48,2562.85,2563.95,2565.04,2562.23,2562.70,2563.01,65759,131524
2562.38,2562.38,2561.76,2563.63,2563.63,2560.66,2561.44,2562.54,65760,131526
2560.82,2560.82,2560.35,2563.48,2562.07,2559.25,2560.19,2562.38,65761,131528
2560.98,2561.13,2560.51,2563.48,2562.23,2559.72,2560.35,2562.54,65762,131530
2562.23,2562.38,2561.76,2563.63,2563.95,2561.44,2561.60,2562.85,65763,131532
2562.70,2562.70,2562.23,2564.10,2564.42,2562.23,2562.07,2563.01,65764,131534
2564.10,2564.42,2563.79,2564.42,2566.14,2564.26,2563.79,2563.48,65765,131536
2564.89,2565.51,2564.73,2564.57,2567.23,2564.89,2564.42,2563.79,65766,131538
2563.63,2563.95,2563.32,2563.95,2565.67,2562.85,2563.16,2563.32,65767,131540
2562.54,2562.85,2562.23,2563.79,2564.26,2561.44,2562.23,2562.85,65768,131542
2561.60,2561.60,2560.82,2563.63,2562.70,2559.72,2560.51,2562.38,65769,131544
2560.98,2560.98,2560.19,2563.32,2562.07,2559.72,2560.19,2562.38,65770,131546
2562.07,2561.91,2561.29,2563.79,2563.32,2561.13,2561.29,2562.70,65771,131548
2562.54,2562.54,2561.91,2563.95,2564.26,2562.23,2561.91,2563.16,65772,131550
2563.01,2563.32,2562.85,2564.10,2565.20,2563.01,2562.54,2563.48,65773,131552
2565.04,2565.51,2565.04,2564.57,2567.07,2565.04,2564.57,2563.95,65774,131554
2564.26,2564.42,2563.95,2564.26,2566.45,2563.95,2563.79,2563.32,65775,131556
2563.01,2563.16,2562.54,2563.79,2564.57,2561.76,2562.23,2562.85,65776,131558
2562.07,2562.07,2561.44,2563.79,2563.48,2560.35,2561.44,2562.38,65777,131560
2560.82,2560.82,2559.88,2563.32,2562.23,2559.25,2560.04,2562.23,65778,131562
2561.60,2561.60,2560.98,2563.63,2562.85,2560.51,2560.82,2562.54,65779,131564
2562.54,2562.54,2561.91,2563.95,2564.10,2561.60,2561.76,2562.85,65780,131566
2563.01,2563.01,2562.54,2563.95,2564.89,2562.70,2562.23,2563.32,65781,131568
2564.73,2565.20,2564.42,2564.42,2566.92,2564.89,2564.26,2563.95,65782,131570
2564.73,2565.04,2564.57,2564.57,2567.07,2564.57,2564.26,2563.63,65783,131572
2563.48,2563.48,2562.85,2564.10,2565.20,2562.23,2562.70,2563.16,65784,131574
2562.70,2562.38,2561.76,2563.63,2563.79,2560.66,2561.76,2562.54,65785,131576
2560.98,2560.82,2560.19,2563.48,2562.23,2559.25,2560.04,2562.23,65786,131578
2560.98,2560.98,2560.51,2563.32,2562.38,2559.88,2560.51,2562.54,65787,131580
2562.07,2562.38,2561.60,2563.63,2563.48,2561.44,2561.60,2563.01,65788,131582
2562.54,2562.54,2562.23,2563.79,2564.26,2562.23,2562.07,2563.32,65789,131584
2563.95,2564.42,2563.63,2564.26,2566.14,2564.26,2563.79,2563.32,65790,131586
2565.04,2565.35,2564.89,2564.42,2567.39,2564.89,2564.57,2563.63,65791,131588
2563.79,2563.95,2563.48,2564.26,2565.67,2562.85,2563.32,2563.32,65792,131590
2562.85,2562.85,2562.23,2563.95,2564.26,2561.29,2561.91,2562.70,65793,131592
2561.60,2561.44,2560.98,2563.63,2562.85,2559.72,2560.51,2562.23,65794,131594
2561.13,2560.98,2560.35,2563.48,2561.91,2559.41,2560.04,2562.38,65795,131596
2561.76,2561.91,2560.98,2563.63,2563.32,2560.98,2561.29,2562.70,65796,131598
2562.38,2562.23,2561.91,2563.79,2564.26,2562.07,2561.91,2562.85,65797,131600
2562.85,2563.32,2562.70,2564.10,2565.35,2563.16,2562.54,2563.32,65798,131602
2564.89,2565.35,2565.04,2564.73,2567.54,2565.35,2564.57,2563.79,65799,131604
2564.42,2564.73,2564.10,2564.42,2566.76,2563.95,2563.79,2563.48,65800,131606
2562.85,2563.16,2562.54,2563.95,2564.73,2561.91,2562.23,2562.85,65801,131608
2562.38,2562.23,2561.44,2563.63,2563.32,2560.19,2561.13,2562.54,65802,131610
2560.82,2560.66,2560.19,2563.32,2561.91,2559.25,2560.04,2562.38,65803,131612
2561.60,2561.60,2560.66,2563.48,2562.70,2560.35,2560.98,2562.54,65804,131614
2562.38,2562.23,2561.91,2563.79,2563.79,2561.60,2561.76,2563.01,65805,131616
2562.85,2563.01,2562.54,2564.10,2564.89,2563.16,2562.23,2563.32,65806,131618
2564.89,2565.20,2564.42,2564.42,2567.07,2564.89,2564.26,2563.79,65807,131620
2564.89,2565.35,2564.89,2564.57,2567.07,2564.57,2564.42,2563.63,65808,131622
2563.32,2563.48,2562.85,2563.95,2565.04,2562.38,2562.70,2562.85,65809,131624
2562.23,2562.54,2561.76,2563.79,2563.63,2560.66,2561.44,2562.54,65810,131626
2560.82,2560.98,2560.19,2563.32,2561.76,2559.25,2560.04,2562.23,65811,131628
2561.13,2560.98,2560.51,2563.32,2562.23,2559.88,2560.82,2562.38,65812,131630
2562.07,2562.38,2561.60,2563.79,2563.63,2561.76,2561.60,2563.01,65813,131632
2562.54,2562.70,2562.23,2563.95,2564.57,2562.23,2562.23,2563.16,65814,131634
2563.95,2564.42,2563.79,2564.26,2566.14,2564.42,2563.63,2563.48,65815,131636
2564.89,2565.35,2564.89,2564.42,2567.23,2565.04,2564.42,2563.79,65816,131638
2563.79,2564.10,2563.32,2563.95,2565.67,2562.85,2563.16,2563.32,65817,131640
2562.85,2562.85,2562.23,2563.79,2564.10,2561.29,2561.76,2562.70,65818,131642
2561.60,2561.60,2560.98,2563.16,2562.70,2559.88,2560.66,2562.38,65819,131644
2560.66,2560.82,2560.04,2563.32,2562.07,2559.72,2560.19,2562.38,65820,131646
2561.91,2561.76,2561.29,2563.63,2563.32,2560.98,2561.29,2562.70,65821,131648
2562.23,2562.70,2562.07,2563.95,2564.26,2562.07,2561.91,2563.01,65822,131650
2563.01,2563.32,2562.54,2564.10,2565.35,2563.32,2562.70,2563.32,65823,131652
2564.89,2565.51,2564.89,2564.57,2567.39,2565.04,2564.73,2563.95,65824,131654
2564.57,2564.73,2564.10,2564.26,2566.61,2563.95,2563.79,2563.48,65825,131656
2563.01,2563.01,2562.70,2563.79,2565.04,2561.76,2562.23,2562.85,65826,131658
2562.07,2562.07,2561.29,2563.63,2563.32,2560.35,2561.44,2562.38,65827,131660
2560.66,2560.66,2560.04,2563.48,2561.91,2559.41,2560.04,2562.38,65828,131662
2561.29,2561.44,2560.98,2563.48,2562.70,2560.51,2560.98,2562.54,65829,131664
2562.23,2562.38,2561.91,2563.79,2564.10,2561.76,2561.76,2563.01,65830,131666
2563.01,2563.01,2562.54,2564.26,2565.04,2563.01,2562.38,2563.32,65831,131668
2564.73,2565.35,2564.57,2564.42,2567.07,2564.89,2564.42,2563.79,65832,131670
2564.89,2565.35,2564.57,2564.42,2567.07,2564.57,2564.10,2563.63,65833,131672
2563.48,2563.63,2562.85,2564.10,2565.20,2562.23,2562.54,2562.70,65834,131674
2562.54,2562.38,2561.76,2563.48,2563.63,2560.51,2561.60,2562.54,65835,131676
2560.82,2560.82,2560.19,2563.32,2562.07,2559.41,2560.19,2562.54,65836,131678
2561.13,2560.98,2560.35,2563.32,2562.38,2560.04,2560.51,2562.38,65837,131680
2562.07,2562.38,2561.60,2563.79,2563.95,2561.60,2561.60,2563.01,65838,131682
2562.54,2563.01,2562.23,2563.95,2564.57,2562.54,2562.07,2563.32,65839,131684
2564.26,2564.42,2563.79,2564.26,2566.29,2564.26,2563.79,2563.63,65840,131686
2565.04,2565.35,2564.73,2564.57,2567.23,2564.73,2564.42,2563.32,65841,131688
2563.95,2564.10,2563.63,2564.10,2565.67,2563.01,2562.85,2563.01,65842,131690
2562.70,2562.85,2562.07,2563.79,2564.10,2561.44,2562.07,2562.85,65843,131692
2561.60,2561.44,2560.82,2563.48,2562.85,2559.88,2560.66,2562.38,65844,131694
2560.82,2560.98,2560.04,2563.32,2562.07,2559.57,2560.19,2562.54,65845,131696
